n_config,n_voisin,liaisons
4,8,"[(0, 1), (0, 2), (0, 3)]"
2,10,"[(0, 1), (0, 3), (1, 2)]"
8,9,"[(0, 1), (0, 3), (1, 2)]"
1,8,"[(0, 1), (0, 3), (1, 2), (2, 3)]"
4,8,"[(0, 2), (0, 3), (1, 2)]"
