n_config,n_voisin,liaisons
12,11,"[(0, 1), (0, 2), (0, 3), (1, 2)]"
3,12,"[(0, 1), (0, 3), (1, 2)]"
12,12,"[(0, 1), (0, 3), (1, 2)]"
3,10,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3)]"
2,12,"[(0, 1), (0, 2), (0, 3)]"
6,12,"[(0, 1), (0, 3), (1, 2)]"
6,12,"[(0, 2), (0, 3), (1, 2)]"
