T,Cv_cumul_N=1,chi_cumul_N=1,Cv_cumul_N=2,chi_cumul_N=2,Cv_cumul_N=3,chi_cumul_N=3,Cv_cumul_N=4,chi_cumul_N=4,Cv_cumul_N=5,chi_cumul_N=5,Cv_cumul_N=6,chi_cumul_N=6,Cv_cumul_N=7,chi_cumul_N=7
0.1,0.0,0.13286025,0.0001758407276893879,0.13287197431181064,0.0001905716681662295,0.14265436322751102,0.0005255284668617719,0.143100317816199,0.0005895955495998779,0.1442301731522697,0.0006931729399835024,0.14436809401230385,0.0007123578036379117,0.14452490980769034
0.1331103678929766,0.0,0.09981209736180906,0.0011903431868485507,0.09991790178919542,0.0012983848629340136,0.10726764251439797,0.002087266736729012,0.10775346557286934,0.0022063535949191785,0.10860711716263739,0.002377278368831661,0.10875566922737616,0.002413306524502966,0.10887697571617751
0.1662207357859532,0.0,0.07993000955734407,0.0033707136904195354,0.08030626448149694,0.0037151308240810847,0.08619652906538959,0.0049267550143799145,0.08679043925987502,0.005137730469753531,0.0874852530024608,0.005354425269591377,0.08764866941174673,0.005411601161258021,0.08775128337338313
0.19933110367892978,0.0,0.06665304488255035,0.0062112238419692635,0.06749484505224995,0.006939106289172425,0.07242138944445072,0.00845178382228315,0.07313289048749068,0.008774097004279023,0.07373068180438166,0.00902106481982629,0.07390504259614422,0.009099461768341536,0.07399737670090703
0.23244147157190637,0.0,0.05715858237410072,0.008965389352899101,0.058604297789138775,0.010175799606262255,0.06285991024991083,0.011868756059692233,0.06367132143319042,0.012301886529391754,0.06420839068047075,0.012570713854839027,0.06438899980054187,0.012667609180126967,0.06447549034223396
0.2655518394648829,0.0,0.050031756612090694,0.011120404052395352,0.05213718075479057,0.01284392490199115,0.05591202098950542,0.014628820314175105,0.05679815177634516,0.015158019923469546,0.057296648793785904,0.015443768139201413,0.05747998051958437,0.015555313573778774,0.05756297094721297
0.29866220735785953,0.0,0.044485122900335954,0.012491718999995231,0.04723456631892374,0.014696744247228284,0.05065901894127886,0.016517068500786828,0.05159630011838381,0.01712094679569741,0.05206978434236138,0.01741971970836072,0.052253571926474986,0.017542013545897274,0.05233427750809681
0.33177257525083614,0.0,0.040045579385080646,0.013126809638004019,0.04337656936437713,0.015739312064946668,0.04654235097883995,0.017560649767742683,0.047511835272304785,0.018216937538974902,0.047968508788963596,0.018524920109071762,0.04815139933625127,0.018654483919062364,0.04823043297058159
0.36488294314381275,0.0,0.03641174587534372,0.013180524091463324,0.0402386851390546,0.01610583996854522,0.04321085613967624,0.01790683002032683,0.044198410932485374,0.01859554582309315,0.044643145707513404,0.018908886549219444,0.04482436222419515,0.019042796685790998,0.044902021637980155
0.39799331103678937,0.0,0.03338253340336134,0.012828007229373974,0.03761383886879137,0.01596831155307245,0.04043852634440405,0.01773474558444999,0.04143402782083649,0.0184393942429843,0.041869655186826234,0.01875440055413248,0.04204875920541187,0.018890274724506075,0.0421251811964916
0.43110367892976587,0.0,0.030818630527540733,0.012221504996919883,0.03536706184263169,0.015487080125667232,0.03807682767530207,0.01720874551948561,0.039073177704523225,0.017916405970832893,0.039501299883078364,0.018229762948301698,0.03967804522650653,0.018365702027194612,0.03975328699132241
0.4642140468227425,0.0,0.028620471721902022,0.011476814976339275,0.03340828018279969,0.014791752029803009,0.03602599079649836,0.01646098313282855,0.037018262743485644,0.017161907733542387,0.037439755091544964,0.017470815252530053,0.03761400380313638,0.017605337386192063,0.03768808514777945
0.4973244147157191,0.0,0.026715006556825825,0.010674690874015312,0.03167574944396371,0.013978597769244679,0.0342173927861955,0.015589676750722729,0.03520217930833526,0.01627674695884195,0.03561749631910937,0.016578966168137563,0.0357891721833242,0.016710943590604377,0.03586209709893787
0.5304347826086957,0.0,0.02504742418032787,0.009867718937634183,0.03012588928728543,0.013115015655719698,0.032602618035271015,0.01466390673806372,0.033577564248596266,0.0153321021262569,0.03398692355051976,0.01562593591197995,0.0341559868906728,0.015754536750202598,0.03422775435048206
0.5635451505016723,0.0,0.023575795103857565,0.00908790692165886,0.028726994697512633,0.012245922055999326,0.031146594959011616,0.013730091941077395,0.03211007556964231,0.014376029172724824,0.03251356728415996,0.014660264891360068,0.03268000132918193,0.01478490055130507,0.03275061048683281
0.5966555183946488,0.0,0.022267497057174894,0.008353123587698618,0.02745530349288363,0.011399785383409288,0.029823239605516118,0.01281802016569417,0.030774139298429447,0.013439573181349104,0.031171790231789124,0.013713409353704893,0.03133559361796066,0.013833687861159667,0.031405046112900376
0.6297658862876254,0.0,0.021096768321826873,0.007671960676942561,0.026292502503949322,0.010593533960592247,0.028612652749385035,0.01194573703602612,0.029550217511705754,0.012541732291531516,0.029942028210312503,0.012804703078999563,0.030103210690166853,0.012920388586773244,0.03017151147386089
0.662876254180602,0.0,0.020042994323915236,0.007047169071584423,0.025224118525591584,0.009836255348590079,0.027499288297520835,0.011123237471954702,0.028423024342277975,0.011693213020064156,0.028808989924830893,0.011945118098765346,0.028967569745789366,0.012056096502182347,0.029034727169761933
0.6959866220735786,0.0,0.019089483301297457,0.006477985129443009,0.02423845906395283,0.009131861058742849,0.026470735624296825,0.010355138035579461,0.027380339909867463,0.010899154983259335,0.027760461247470912,0.011139998289865966,0.027916463407701715,0.011246248615264128,0.02798248896257701
0.7290969899665551,0.0,0.0182225755733945,0.005961656527077602,0.0233258993049799,0.008480949115195358,0.025516894886645408,0.009642558768429687,0.026412206569577414,0.010161054939531735,0.026786495764007157,0.010390993276795395,0.026939950742715792,0.010492564302580975,0.027004858652045292
0.7622073578595318,0.0,0.01743098497147872,0.005494416317743567,0.022478390609130774,0.007882077392869027,0.02462940748196209,0.008984422041189205,0.025510373312796288,0.0094780992937608,0.02587885584824808,0.009697400431113537,0.026029798607811294,0.009794391889959618,0.02609360538194919
0.7953177257525084,0.0,0.01670530477291842,0.005072087853261688,0.021689113338107843,0.007332618154338956,0.02380125473459049,0.008378334380326766,0.024667903845924825,0.008848072555334345,0.0250306188435539,0.009057081816004378,0.025179088002106886,0.009149629497407165,0.02524181200468741
0.828428093645485,0.0,0.016037632115462254,0.004690448111386959,0.02095222560349822,0.006829321331512406,0.023026469339263847,0.007821175871978015,0.023878894464258008,0.008267967675874448,0.024235893899061084,0.008467081772041678,0.024381931022448063,0.008555345872223206,0.02444359207377849
